SECTOR,SHELF,REEF_NAME,REEF_ID,YEAR_CODE,REEF_YEAR_CODE_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
CA,O,RIB REEF,20019S,201811,12061S202021,-18.467651,146.754713,RM,28,2018,24/11/1999,2018,5,32.5,28.8,25.854,2.49,0,5.512,2.911,0.938,1,107,0.011,11,0.51508752,3,-18.809873,145.505884,5/12/2020,81.95,10.37,6.25,10.59
WH,O,MYRMIDON REEF,18088S,200517,23069S201920,-20.771611,147.502313,RM,4,2006,12/03/2003,2016,4,26.4,27,3.473,2.35,2.48,26.171,4.881,0.644,1,30,0,22,0.038462948,3,-23.667582,149.427785,22/10/1992,45.21,33.15,21.68,2.49
TO,O,20104S,22088S,201782,16057S201516,-18.509551,144.539442,RM,5,2005,29/04/1999,2005,11,30,25.9,8.617,2.44,0,14.658,3.097,0.315,2,24,0,1,0.004247339,2,-18.468515,145.514593,30/05/2007,11.32,19.97,10.85,8.78
WH,M,MICHAELMAS REEF,14123S,201420,16015S201617,-18.308289,149.850914,RAP,22,2016,21/05/1994,1999,5,27.9,26.1,15.196,2.53,2.46,32.405,2.713,1.012,95,46,3.534,18,0.013543935,1,-21.120262,152.107499,11/03/2000,24.52,10.91,6.56,6.81
IN,M,TAYLOR REEF,16028S,201660,14123S200102,-11.025,144.058819,RMRAP,21,2005,28/01/2008,2001,5,31,28.9,7.799,2.52,2.46,4.711,0.222,0.952,3,116,0,0,0,1,-16.176886,145.861276,7/01/1996,80.4,12.3,2.58,4.82
IN,M,MARTIN REEF(14123),14143S,202021,17016S200910,-16.006621,143.909225,RAP,26,2017,1/05/2014,2017,5,29.9,27.7,4.196,2.51,2.51,9.751,2.575,0.769,1,20,0,12,0.868821306,1,-21.255446,147.381961,5/12/2020,61.93,26.34,0.09,18.45
PC,O,LIZARD ISLAND,14123S,202021,22088S201819,-22.893958,143.25,RAP,29,2010,16/04/1999,2018,10,32,28.7,7.527,2.53,2.45,2.864,2.639,0.499,3,31,0,76,0.812555957,1,-17.619534,143.25005,1/12/2010,79.9,17.72,0,6.17
SW,M,RIB REEF,18042S,201400,22104S199798,-15.997381,143.25,RMRAP,12,2019,9/12/1993,2011,11,30.6,31.1,47.021,2.44,2.49,2.5,2.503,2.126,2,23,0,10,0.42347386,1,-17.46453,145.906381,20/11/2011,60.33,25.15,0.69,17.63
TO,M,CHICKEN REEF,16071S,201991,14138S199697,-17.99086,145.50705,RAP,25,2019,18/03/2003,2019,10,31.5,26.9,5.248,2.48,2.43,2.5,3.017,1.422,2,36,0,18,0.262611318,2,-18.601865,147.69588,27/01/2019,60.33,5.47,2.63,8.56
SW,M,BROOMFIELD REEF,21305S,201052,23080S201516,-21.736695,152.563458,RAP,24,2018,4/01/2020,2010,1,21.5,26.7,25.761,2.46,2.46,2.5,2.726,0.396,2,35,0,324,0.800413693,3,-23.890883,152.302581,11/11/2006,53.98,0.1,1.39,3.39
TO,O,ST CRISPIN REEF,20104S,201460,21062S200708,-20.711979,147.103875,RMRAP,4,2003,8/12/1997,2011,12,27.4,25.7,37.73,2.45,2.47,14.283,36.775,0.666,2,51,0,4,0.191470591,2,-21.470931,147.272863,14/01/1996,31.04,27.93,7.86,9.8
CA,I,THETFORD REEF,16054S,199766,16028S199697,-15.875518,145.203432,RM,1,1999,29/09/1995,1994,2,29.5,29.7,4.848,0,0,20.567,0.394,1.296,2,29,0.018,1,0.017504978,3,-16.687591,144.962777,5/12/2020,52.81,18.06,3.34,9.89
SW,O,21278S,15099C,201717,12061S202021,-16.253313,145.207085,RAP,29,2015,9/12/1993,2019,9,30.8,28.3,3.171,2.41,0,2.5,2.441,3.178,2,30,0,11,0.686886706,2,-21.412342,147.191832,24/05/1994,52.85,2.33,0.03,8.28
WH,I,FITZROY ISLAND REEF,14123S,200206,16015S202021,-15.914734,144.947352,RM,3,2002,18/07/2000,1998,2,30.3,29.1,2.5,7.72,0.03,15.811,0.882,1.248,0,104,0,3,0,1,-17.065127,148.210527,9/12/2005,67.61,14.81,4.7,7.66
CL,M,AGINCOURT REEFS (NO 1),16068S,199771,14126S201819,-21.350665,145.251606,RMRAP,27,2013,26/08/2014,2013,9,30.9,28.3,25.145,2.49,2.45,5.072,15.002,2.06,2,51,0,13,0.796128877,3,-21.588687,146.526258,27/11/2019,39.12,11.41,6.61,5.63
CB,O,21550S,20067A,201347,16060S201213,-21.197695,151.619751,RAP,18,2005,5/08/2001,2013,4,27.3,26.7,4.313,2.61,0,18.73,2.539,0.456,0,59,0,17,0.755066835,1,-21.861516,152.106305,16/10/2017,21.21,15.1,0,7.89
PO,M,NORTH DIRECTION REEF,18096S,200641,12061S202021,-16.4409,146.977666,RM,27,2000,23/11/1999,2014,4,30.2,29.2,15.926,2.68,2.45,26.99,6.089,1.768,0,89,0,0,0.648597508,3,-15.048101,146.124009,11/02/1994,48.25,11.02,1.98,9.29
WH,M,GRUB REEF(18077),23069S,201754,19131S199697,-20.957045,149.912246,RM,9,2012,28/04/2005,1996,4,25.3,25.8,15.594,0,0,15.555,2.95,1.121,2,45,0.025,0,0.006287516,1,-21.940641,146.098328,25/03/2000,43.42,5.58,1.71,9.22
CA,O,EAST CAY REEF,14123S,201262,16049S199293,-18.060104,145.670388,RM,12,2017,24/09/2018,2006,11,26.2,28.5,14.907,2.42,0,35.072,2.975,1.404,2,31,0,67,0.154245063,1,-23.676525,146.098984,27/01/2019,73.09,48.96,0,2.59
PO,O,MICHAELMAS REEF,21305S,199614,16057S199394,-21.306179,152.602907,RAP,15,2007,24/10/2002,2013,5,36.5,26.2,15.32,2.46,2.48,25.7,5.279,1.531,2,48,0,0,0.034442745,3,-21.578013,152.241161,5/12/2007,19.32,18.49,13.05,5.56
SW,O,WRECK ISLAND REEF,19159S,201690,19209S199596,-18.288777,149.207136,RM,5,1997,24/09/2001,1998,4,21.7,27,25.239,2.53,2.47,20.88,7.364,0.186,0,71,0.019,1,0.003436726,1,-14.680337,151.94906,6/10/2015,87.96,33.07,0,1.93
CA,M,21187S,14143S,199378,16049S199495,-16.350532,150.396242,RM,3,2017,14/10/1996,1994,7,28.4,29.1,8.94,14.48,2.46,16.455,2.795,1.88,0,45,0.016,0,0,3,-16.783942,145.983803,17/09/2016,57.6,47.88,0,3.86
CA,O,KNIFE REEF,17064S,201851,23082S201516,-15.672234,145.476019,RM,25,2019,25/04/1996,2019,12,31.8,29.5,25.533,2.58,0,18.804,3.521,1.129,3,90,0,109,0.499509279,1,-18.455792,145.266211,24/10/2002,65.4,12.41,0.61,4.23
IN,O,21187S,18077S,201930,12061S202021,-15.56653,145.179028,RMRAP,28,2020,26/11/2009,2012,1,31.8,28.6,9.104,2.62,0,9.248,5.6,0.107,1,90,0.011,81,0.276861411,1,-14.863061,145.725889,24/08/2012,86.62,26.45,14.94,10.73
TO,M,RIB REEF,17034S,201702,14138S199697,-18.355098,145.669484,RM,26,2021,29/04/1999,2012,5,30.2,30,3.896,2.52,0,3.394,3.234,2.295,24,58,0,7,0.199437447,1,-14.567448,147.337599,30/04/2005,48.34,2.44,4.6,7.87
SW,O,HORSESHOE,23080S,201900,12061S202021,-18.23813,146.643995,RAP,27,2005,9/12/2010,2019,5,30.6,29.6,2.658,2.54,0,2.842,2.602,1.262,4,69,0,0,0.150541778,2,-18.594928,145.61356,2/05/2005,48.8,10.26,0.43,2.82
SW,O,21139S,21064S,200947,23082S200203,-21.546671,151.809645,RAP,24,2001,11/09/2002,2016,8,30.4,25.9,36.019,2.47,2.41,21.128,3.125,0.85,1,29,0,32,0.481085648,3,-22.108314,152.397056,21/10/2003,26.81,14.03,1.12,3.27
WH,I,CORBETT REEF,20014S,199878,18086S201213,-19.741526,149.274159,RM,1,1998,21/03/2007,1995,3,28.4,26.2,25.57,25.39,0,26.791,0.307,1.657,0,30,0,2,0,3,-20.109733,149.069684,17/04/1997,45.23,29.64,2.16,12.88
TO,M,ST CRISPIN REEF,18088S,200818,14123S201011,-15.852542,147.708224,RMRAP,27,2018,28/11/2004,2015,5,30.9,28.3,2.879,2.54,0.96,4.313,2.618,0,1,45,0,10,0.098021784,1,-18.754444,146.497388,1/05/2005,71.19,0.1,8.35,5.91
PC,O,CORBETT REEF,22102S,201113,13124S201920,-21.33188,149.698774,RM,11,2008,21/02/2019,2003,6,22.7,26.4,15.281,2.54,2.46,24.69,5.072,1.583,0,47,0.053,1,0.47331777,1,-21.206864,144.4228,7/12/1997,34.54,29.97,0.89,3.94
WH,O,20104S,19159S,201036,18086S201314,-19.53957,148.383266,RM,7,2005,3/04/1994,2013,11,28.2,26.6,35.722,0,2.51,37.064,2.636,1.363,1,33,0.057,1,0.007550101,3,-23.890883,149.388744,2/05/2005,23.15,30.48,10.47,18.36
CA,M,MACKAY REEF,13124S,201896,12061S201819,-16.090072,143.782003,RMRAP,24,2007,8/11/1996,2013,5,33.1,28.8,3.898,2.58,2.48,6.315,3.01,0.593,0,107,0,21,0.245239534,1,-13.907293,146.03249,9/02/1994,29.17,11.75,9.7,7.04
IN,O,FAIRFAX ISLANDS REEF,21305S,201844,16049S200203,-20.618331,146.098882,RAP,24,2021,5/12/2018,2014,11,31.6,29,24.898,2.55,2.46,12.792,3.368,0.122,26,23,0,53,0.547180736,1,-23.339179,149.391103,17/12/2016,79.55,9.4,9.45,6.45
SW,O,LADY MUSGRAVE REEF,17024S,201058,16019S200506,-21.368476,151.985893,RM,29,2017,3/12/2007,2011,1,29.1,29.4,15.212,7.53,2.44,8.438,3.429,0.734,1,30,0.026,2,0.445882144,3,-21.219962,145.708379,10/11/2006,45.16,32.59,0.2,6.17
WH,O,REBE REEF,20104S,200000,20014S199899,-19.3032,148.397371,RM,9,2000,22/03/2007,1999,9,27.8,29.6,25.373,14.29,2.41,34.567,34.618,0,0,38,0.005,2,0.004368629,1,-19.931103,148.506075,25/03/2000,31.36,28.31,19.13,25.33
IN,M,NORTH REEF (NORTH),23048S,199741,16015S202021,-20.76342,151.997003,RAP,29,2006,27/11/2008,2005,9,27.7,26.3,33.469,2.57,2.44,16.69,5.82,1.189,2,23,0.005,2,0.04296397,2,-23.435793,152.323867,11/05/2001,21.33,12.62,7.28,6.08
PC,I,BROOMFIELD REEF,19159S,201270,21062S201516,-21.219306,152.04243,RM,5,2005,27/11/2008,2001,1,26.3,27.2,2.508,2.55,2.48,10.669,5.197,0.883,0,34,0,60,0.512188266,1,-15.074291,151.887507,19/09/2018,30.76,27.74,4.5,13.95
TO,I,MACGILLIVRAY REEF,16054S,201612,17014S201112,-14.302218,145.069812,RM,10,2008,28/11/2004,2020,4,31.1,29.8,15.258,2.51,1.35,29.094,0.084,1.044,1,29,0,10,0.27532661,2,-14.780048,145.4381,8/03/2015,58.86,16.29,5.07,15.12
TO,M,LOW ISLANDS REEF,23045A,201843,14138S199697,-16.106654,147.32722,RAP,24,2013,21/04/1998,2017,5,29.4,28.9,15.117,2.52,0,3.35,3.275,1.406,2,18,0,10,0.385853486,1,-18.833916,147.35999,30/04/2005,48.86,1.43,2.08,12.47
CL,O,MICHAELMAS REEF,14138S,200710,16060S200809,-18.162612,146.1565,RM,20,2010,30/04/2000,2009,3,24,29.3,7.564,2.58,0.01,11.816,3.006,0.638,2,97,0,1,0.322700563,2,-21.871702,147.48496,30/04/2005,59.21,0.1,0,5.73
CB,M,21296S,16068S,201602,21556S201213,-21.32569,152.631088,RAP,27,2010,11/09/2002,2015,6,28.8,25.9,15.758,2.54,2.48,21.834,2.403,0.646,1,40,0,25,0.592523798,1,-23.756214,151.895836,11/11/2006,22.87,28.61,0,2.83
SW,O,LADY MUSGRAVE REEF,16060S,201635,23080S201718,-21.424615,152.146385,RAP,21,2007,11/09/2002,2003,8,21.5,25.2,25.445,2.47,2.47,42.061,4.973,2.338,2,42,0.018,25,0.723329343,1,-23.694458,152.304952,29/10/1992,25.37,51.19,1.57,3.82
SW,O,BROOMFIELD REEF,20309S,201992,23048S201920,-21.34729,151.765413,RMRAP,24,2013,5/08/2001,2015,1,32,26.1,59.543,2.5,2.5,2.782,3.165,2.099,2,39,12.692,10,1.863142489,1,-18.233104,143.25005,22/02/2018,70.47,16.02,2.81,2.96
SW,O,21187S,20104S,199610,20014S199697,-19.517626,151.938913,RM,10,2011,25/01/1996,2011,7,28.3,26.7,25.133,2.45,2.48,11.506,4.929,2.315,0,20,0,2,0.022276769,3,-21.852882,149.248803,10/12/1997,32.02,31.24,0,2.62
WH,O,AGINCOURT REEFS (NO 1),18075S,200225,19207S201617,-19.605624,149.311448,RM,14,2004,27/11/2008,1998,10,21.5,25.7,37.058,2.37,2.48,11.234,8.901,0.817,2,97,0,2,0.02484226,3,-21.516742,151.928157,30/11/2010,16.94,7.3,0.72,3.45
SW,I,21062S,21305S,199895,16019S200506,-21.4939,151.995533,RM,29,2012,11/09/2002,2014,11,29.6,26.2,34.067,2.43,2.46,21.387,3.09,0.941,2,35,0,2,0.572148879,1,-22.163589,149.668864,5/12/2019,23.36,11.23,0.78,3.35
CA,O,21529S,16015S,201344,12061S202021,-21.140845,143.25,RMRAP,24,2005,28/11/2004,2010,5,30.8,29.3,3.22,2.49,2.47,12.317,3.002,4.551,3,36,0,1,0.517567267,2,-18.817933,145.373032,27/01/2019,39.44,24.85,0.2,4.58
WH,M,GANNETT CAY REEF,21245S,199429,19131S199495,-19.534941,148.874559,RM,6,1999,2/04/2009,2019,3,28.5,26,26.415,15.82,2.49,20.839,0.168,1.677,1,33,0.049,1,0.019930492,1,-20.172858,149.140816,1/12/2002,31.62,19.45,15.43,7.74
TO,M,MACGILLIVRAY REEF,16057S,201393,16049S199495,-20.759403,145.320576,RAP,29,2019,16/08/2001,2021,10,30.7,29.1,15.244,2.54,2.46,17.538,2.434,1.118,873,35,0,9,0.443773521,1,-18.327442,143.487356,25/01/1999,36.5,25.08,7.51,9.77
TO,M,13124S,13130S,202021,14138S199899,-18.111985,143.25,RAP,29,2021,5/05/2011,2015,4,29.5,30,5.574,2.47,0,2.5,2.405,0.673,0,71,0,14,0.503800022,1,-18.810333,147.044441,30/04/2005,59.85,0.1,1.29,7.23
CG,O,WRECK ISLAND REEF,13124S,201987,11016S201920,-18.288757,145.566058,RMRAP,28,2020,1/05/2014,2019,9,31.7,28.4,3.02,2.35,0,2.5,3.238,0.864,2,29,0,15,0.115198475,3,-14.872641,145.759759,27/11/2019,55.27,1.02,1.97,3.17
CB,O,GANNETT CAY REEF,14137S,199479,16015S201819,-18.762278,152.426703,RM,25,2016,15/09/2000,2014,9,21.5,25.9,15.487,2.48,2.42,45.13,9.246,0.681,1,27,0,89,0.594402772,1,-22.470175,149.909255,10/01/2020,34.11,7.46,0.11,5.33
TO,M,CHICKEN REEF,23069S,201739,11016S201920,-18.447669,147.61575,RM,28,2011,27/04/2014,2009,5,29.2,29,4.098,2.44,0,3.251,2.578,0.617,0,51,0.051,0,0.053325439,2,-18.608915,147.791559,1/05/2005,92.19,14.15,0.8,9.29
CB,O,BORDER ISLAND REEF (NO 1),12061S,202021,14137S201819,-21.647499,151.868073,RM,28,2008,3/12/2007,2012,9,26.5,27.4,9.344,2.39,2.43,43.542,2.714,0.761,1,59,0,14,0.769834107,1,-21.64852,152.232921,8/09/2002,47.97,5.92,0,2.76
TO,O,HELIX REEF,16060S,201884,16057S201314,-18.271695,147.104557,RAP,26,2008,10/05/2005,2000,11,24.7,25.2,24.637,2.63,2.44,17.898,3.034,0.589,0,76,0,16,0.666852852,3,-22.133056,143.25005,9/01/2004,73.63,8.16,0.68,2.62
SW,M,ONE TREE REEF,18086S,202021,12061S202021,-16.311808,145.76558,RAP,23,2020,1/05/2014,2014,2,29.8,29.5,5.107,2.55,2.46,3.149,3.188,1.956,1,68,0,17,0.21320491,1,-18.613204,147.119269,27/01/2019,74.81,2.85,0,7.23
TO,I,FEATHER REEF,20104S,200733,16049S199495,-18.433704,147.087879,RAP,29,2004,12/12/1993,2008,5,30.9,28.7,14.732,2.51,0,8.308,2.806,1.277,3,55,0,0,0.076343073,3,-17.920459,145.769958,30/04/2005,82.44,16.93,15.05,35.08
IN,M,MACGILLIVRAY REEF,18075S,202021,11016S201920,-18.274158,145.822339,RAP,27,2016,2/12/2008,2021,4,31.9,29.6,25.309,2.4,0,2.5,3.089,0.37,0,64,0,9,0.162004113,2,-18.741544,145.582458,27/01/2019,83.19,0.1,3.39,5.65
CA,O,HAYMAN ISLAND REEF,19131S,200213,20014S199899,-19.392441,148.359049,RM,9,1998,21/02/2004,1998,1,22.4,26,25.98,0.03,2.49,30.06,34.187,2.286,1,33,0.016,2,0.012755446,2,-19.776874,149.110741,2/05/2005,24.42,18.46,0,26.09
CB,O,NO NAME REEF,18032S,201137,16015S202021,-19.665972,152.310035,RMRAP,16,2004,5/09/2012,2015,9,25.3,25.4,46.229,2.49,2.41,16.266,8.112,2.344,2,26,0,1,0.395474263,3,-21.597862,151.662034,11/11/2006,34.05,15.37,0,3.88
CL,I,SAND BANK NO 1 REEF,16071S,201912,14126S201011,-16.606393,149.415502,RAP,23,2017,7/11/1996,2012,5,28.8,26.5,8.162,2.55,0,5.746,6.619,1.257,3,62,0.018,26,0.349992533,1,-16.103969,145.331134,4/01/2007,53.03,0.95,1.89,4.92
CB,O,BOULT REEF,21305S,201482,23080S200708,-20.606201,151.905766,RAP,23,2012,4/01/2020,2010,4,26.5,26.8,68.558,2.57,2.5,25.463,8.277,0.615,2,76,0,114,0.894118139,1,-23.655194,151.936337,8/12/1998,27.88,28.09,0,2.73
IN,I,JOHN BREWER REEF,16057S,200083,11049S202021,-16.103703,145.871527,RM,6,2016,12/12/1993,2003,4,30.7,28.7,25.898,2.44,0,13.172,3.132,0,2,23,0,2,0.188357145,3,-17.035495,145.180802,24/04/2017,59.67,3.27,4.27,13.53
TO,M,FORK REEF,21278S,200537,15099C199596,-21.435579,152.353721,RAP,18,2006,5/08/2001,2005,8,28.8,26.2,25.39,2.44,2.5,8.049,3.146,1.518,0,87,0,1,0.210141256,2,-22.275246,147.275379,13/09/2013,34.65,20.79,0,10.24
TO,O,HASTINGS REEF,22084S,201828,14138S201617,-11.025,147.740252,RMRAP,24,2019,5/05/2011,2003,1,29.7,29,3.652,2.45,2.46,18.04,2.789,0.853,0,41,0,48,0.497331921,2,-21.122899,145.7285,5/12/2020,63.17,7.55,2.26,6.36
WH,M,REBE REEF,20104S,199663,18086S201011,-17.145752,145.380653,RM,3,2005,20/10/2020,2000,5,29.2,30,5.068,21.45,2.46,14.52,3.155,1.382,5,57,0,2,0,1,-17.873589,148.49448,1/05/2016,29.96,18.86,33.19,21.12
IN,M,TERN REEF(20309),14137S,201162,23082S201920,-15.634461,145.801266,RM,4,2017,2/12/2008,2011,2,31.7,27.5,8.528,7.28,0,21.054,2.705,0.478,0,112,0,9,0.392283777,1,-18.946318,145.544786,30/04/2005,55.76,17.4,1.24,21.16
PC,O,GRUB REEF(18077),18065S,200939,16049S199899,-21.433814,147.158748,RAP,28,2015,29/11/2010,2007,4,30.4,26.7,8.294,2.53,0,13.569,3.38,0.396,3,16,0.005,4,0.659176521,3,-14.799549,143.745378,17/02/2012,59.58,4.23,3.51,7.34
TO,I,REBE REEF,14116S,201334,11016S201920,-15.68519,145.369499,RAP,20,2017,9/03/2003,2003,5,28.3,29.1,8.946,7.72,0,8.458,0.479,1.086,4,79,0,1,0.012843582,3,-14.566058,145.125864,30/04/2005,28.63,11.8,1.26,8.54
SW,O,THETFORD REEF,23048S,201314,16019S200506,-22.548912,151.580447,RM,26,2005,24/09/2001,2008,9,29.4,27.2,15.641,2.51,2.45,15.055,9.023,0.754,0,62,0.053,95,0.886978043,1,-20.858169,151.765964,9/09/2002,31.63,4.69,20.29,4.86
SW,O,PENRITH REEF,22104S,200579,16019S200506,-22.85535,152.140464,RAP,24,2015,21/02/2019,2009,3,30.7,25.7,45.719,2.54,2.43,13.431,4.525,0.528,0,93,0.035,0,0.482937666,3,-21.504858,152.077088,14/01/2006,26.03,20.5,15.49,3.88
TO,O,CHINAMAN REEF(22102),14114S,200590,19209S199495,-21.520367,151.601414,RAP,16,2004,24/09/2001,2008,8,29.6,26.2,37.055,2.54,2.44,29.751,2.93,1.644,2,38,0.009,1,0.057967309,3,-22.219156,152.325258,3/12/2007,27.46,42.21,0,22.58
WH,O,OPAL (2),16060S,200022,11049S201920,-15.561051,145.188276,RM,26,2005,7/01/2016,2013,3,27.1,25.2,25.157,16.53,0,23.408,17.686,0.466,2,53,0.01,1,0.005598399,1,-17.829402,149.402178,14/02/1994,42.68,18.01,1.06,7.14
CA,O,AGINCOURT REEFS (NO 1),21562S,199920,16015S202021,-15.947659,152.564939,RAP,14,2007,7/07/2006,1993,3,31.1,26.1,14.903,2.55,2.45,16.712,3.306,1.858,0,52,0.007,50,6.460808091,3,-21.094079,143.324126,13/12/2017,55.56,34.51,6.09,5.34
CA,M,LANGFORD-BIRD REEF,19209S,201056,16049S199495,-15.816756,148.828041,RMRAP,6,2000,10/12/2020,1994,2,29.1,29.3,15.551,13.55,0,14.912,12.94,0.517,1,89,0.024,0,0,1,-14.776833,145.62057,20/02/2012,51.58,13.16,2.59,7.4
PO,O,EAST CAY REEF,21529S,201663,16019S201314,-22.792003,151.53884,RMRAP,29,2018,27/11/2008,2010,8,30,25.7,25.713,2.39,2.46,41.128,7.031,1.843,2,43,0,0,0.779631183,1,-22.656875,152.091519,11/11/2006,24.29,37.6,0.46,4.41
WH,I,OPAL (2),14114S,199535,18086S201213,-21.383273,149.048898,RM,4,1998,11/01/2007,2000,4,28.8,27.3,24.607,32.18,2.42,21.255,0.329,1.323,0,55,0.004,1,0,2,-19.996813,149.031905,3/04/1994,42.38,15.18,1.55,22.88
CA,M,LIZARD ISLAND,13124S,200928,23082S201920,-18.758005,147.211096,RMRAP,10,1999,29/04/1999,2009,2,30.9,28.5,4.53,2.52,0,6.693,3.287,1.131,2,55,0.299,31,0.688536167,2,-19.096418,145.76117,12/05/2008,40.92,2.86,3.42,32.35
SW,M,CHINAMAN REEF(22102),21278S,201552,16060S201213,-21.510022,149.259244,RAP,18,1998,23/02/2020,2014,7,26.5,26.3,8.039,2.57,2.45,24.813,7.741,0.321,2,74,0,14,0.716431976,3,-18.54624,152.145298,20/01/2020,34.67,14.83,8.02,2.8
IN,M,HASTINGS REEF,21562S,200761,17016S200910,-11.025,145.693065,RAP,29,2016,1/05/2014,2019,4,28.6,26.6,7.942,2.54,0,20.043,2.473,0.741,0,91,0,112,0.436096562,3,-12.274595,152.030934,17/04/2014,46.87,11.3,2.89,7.27
WH,M,LOW ISLANDS REEF,19207S,200094,20014S199899,-19.865072,148.78331,RM,4,1998,4/02/1995,2000,7,29.1,26.2,15.588,31.22,2.42,17.788,0.78,1.146,2,84,0,0,0.018690786,3,-19.885946,149.185286,2/05/2005,29.48,43.77,14.88,11.38
SW,O,WRECK ISLAND REEF,21060S,200589,23080S201718,-20.475258,151.92041,RAP,29,2019,31/10/2003,2012,11,29.9,27.1,25.419,2.5,2.45,28.619,10.371,1.616,3,50,0.033,47,0.717056861,3,-21.181446,151.876162,8/09/2002,66.34,19.18,8.47,3.4
WH,O,SMALL LAGOON REEF,14114S,199982,16015S199900,-22.806287,151.614814,RM,26,2002,17/02/2020,2011,9,27,29.8,15.303,2.51,2.45,23.509,0,0.859,0,31,0,0,0,1,-21.606053,151.737356,21/06/1993,60.71,29.04,5.69,6.27
SW,O,OPAL (2),16068S,199942,19131S199697,-23.069246,149.772603,RM,6,2001,21/01/2010,2001,3,26.7,26.1,15.224,2.5,2.49,9.886,0.14,1.549,1,33,0.01,1,0.027235452,3,-21.289536,149.736797,10/01/2020,26.97,6.92,0.77,9.23
CL,M,LINNET REEF,16068S,199847,16015S200809,-15.715185,146.090275,RM,4,1998,19/12/2016,1994,3,29.5,30,15.409,7.65,2.48,13.304,0.499,1.097,3,27,0,0,0,2,-14.945281,145.939771,27/02/2019,65.77,17.23,1.5,4.55
WH,I,TURNER REEF,23068S,201281,20014S200001,-21.208528,151.754115,RM,4,2006,24/10/2002,2017,9,25.3,25.6,25.158,7.33,2.4,6.748,8.681,0.688,1,33,0.023,2,7.140002914,1,-18.756217,151.949873,5/12/2019,13.91,20.85,2.69,2.62
CA,O,MARTIN REEF(14123),14123S,199644,18034S200001,-15.551304,143.25,RM,6,1993,21/04/1996,1993,5,28.6,29,15.365,0,0,13.23,16.453,0.907,0,94,0,0,0,2,-20.097865,149.659007,19/04/2004,60.68,0.49,0,8.28
CA,I,21591S,18034S,201852,16049S199495,-16.6415,145.826185,RM,3,2004,10/10/1999,2004,1,32.1,29.8,25.312,14.12,0,28.226,0.266,2.392,1,76,0.011,2,0,2,-18.44459,145.728916,8/03/2015,47.79,9.3,28.02,27.86
SW,O,POMPEY REEF (NO 2),22102S,200397,20353S201920,-21.355489,149.478801,RAP,6,2009,24/09/2001,2011,7,21.5,25.7,25.295,2.37,2.45,20.248,3.298,1.704,4,59,0,76,0.033116583,1,-21.691425,149.836534,29/10/1992,29.38,19.57,1.05,1.21
CA,O,21062S,14126S,202005,11016S201920,-15.763471,143.25,RM,29,2021,11/11/2006,2017,4,30.8,29.2,5.211,2.35,0,2.5,2.498,0.241,4,43,0.014,16,0.458134021,1,-18.583439,146.070941,27/01/2019,79.86,19.21,2.64,6.03
TO,O,DAVIE REEF,14045S,201302,16049S199495,-18.358959,149.955346,RM,13,2016,24/10/2002,2008,11,31.8,25.5,22.309,0.12,0,6.194,0.475,0.93,2,96,0,1,1.766486866,1,-21.113099,144.075248,7/02/1999,72.66,52.63,5.88,5.33
CL,M,MACGILLIVRAY REEF,16060S,200405,21062S200506,-16.091009,143.712395,RAP,22,2005,1/07/2001,2001,4,31.7,28.8,15.027,15.77,2.45,12.401,7.383,2.315,0,30,0,1,2.358656351,2,-21.182701,148.48474,20/04/1996,39.12,16.39,1.41,22.15
CL,M,LIZARD ISLAND,21588S,199679,16057S200607,-14.331198,145.76009,RMRAP,17,2015,15/10/1997,2001,2,29,29.1,15.26,2.54,2.43,15.911,5.681,2.203,0,40,0,1,0.824740856,3,-14.995977,145.872008,21/02/2012,72.9,13.99,4.59,10.29
TO,O,19131S,22084S,202021,22088S201819,-21.162383,147.690287,RAP,27,2021,21/04/2012,2013,10,28.4,29.8,3.624,2.53,0.01,2.5,1.976,0.264,2,40,0,85,0.589853836,1,-18.937926,146.087773,27/01/2019,87.41,0.1,4.68,4.1
TO,O,MACGILLIVRAY REEF,18086S,200375,14123S201617,-18.142978,146.887885,RM,7,2006,17/02/2002,2016,11,31.7,29,8.212,2.47,0,8.194,2.845,1.526,1,96,0,1,0.251293809,1,-18.547889,149.499206,30/04/2000,63.81,6.38,0,11.88
TO,M,RIB REEF,20014S,201843,14138S200809,-18.154756,146.876208,RAP,13,2012,18/03/2003,2010,5,28.5,27,7.331,2.52,2.48,9.464,2.178,0.447,0,31,0,2,0.258631656,1,-18.895024,147.348073,8/12/2005,68.54,9.7,0,10.47
